ANN_IMPST,TIPO_DICH_ACCERT,FLG_PRES_ADESIONE,INNESCO,TIPO_CONTROLLO,TIPOLOGIA_CON,FLG_PRES_RICORSO,SETT_IMP,PESO,PESO_ADESIONE,AFFIDABILITA,SOLVIBILITA,STATO_CONTROLLO,FL_CONDONO,RIM_DA_RES_AUT,RIMB_NON_CONC,RIMB_NON_CONC_DEF,RIMB_NON_CONC_AUT,CREDITO_NON_RIC_AUT,DEBITO_IMPOSTA_AUT,IVA_OP_IMPON_DIC,CREDITI_IVA_DIC,VOL_AFF_DICH,VOL_ACC_DEF,DETR_IVA_DIC,DETR_IVA_ACC,FLG_PRES_RISCOSS,INDAGINE_BANCARIA,MAG_IMP_IRPEF_ACC,MAG_IMP_IRPEF_DEF,MAG_IMP_RIT_ACC,MAG_IMP_RIT_DEF,DEBITI_IVA_DIC,COD_MOD_DICH,COD_CLASSE_VOLUME,IMP_BEN_AMM,IMP_BEN_NO_AMM,IMP_BENI_ALTRI,IMP_INTRA_IMPOST,IMP_IMPOR_IMPON,IMP_IMPOR_IMPOST,IMP_ESPORTAZ,IMP_OPER_INT,IMP_VE_OPESEN,IMP_OPER_NOIMP,IMP_CESS_BENI,IMP_VE_VOLAFF,IMP_ACQ_NOIMP,IMP_ACQ_ESENTI,IMP_ACQ_NODETR,IMP_OPER,IMP_IVA_DEB,IMP_CREDAP_COMP,IMP_CRED_AP,IMP_VERS_PERIOD,IMP_CONSUM_IMPON,IMP_SOGG_IVA_IMPON,IMP_V_AGG_IMPON,IMP_V_AGG_IVA,VAL_ALIQ_M_VOL_IMP,VAL_ALIQ_M_ACQ_IMP,VAL_ALIQ_MEDIA_VOL,VAL_ALIQ_MEDIA_ACQ,FLG_PRES_BILANCIO,COD_NATURA_GIUR,COD_STATO_DOC,COD_DIR_REG,FLG_VC,FLG_RF,FLG_FC,COD_ATTIV_GEN,IMP_UTIL_CONTEC,IMP_PERD_CONTEC,IMP_RIM_FINALI,IMP_ESISTZ,IMP_IMPST_NETTA,IMP_ECC_PREC,IMP_ECC_PREC_F24,IMP_IMPST_DEBITO,IMP_IMPST_CREDIT,cod_uff_prov_gen,cod_uff_ann_gen,imp_ricavi_comp_attiv,imp_tot_pos,imp_sps_prest_lavoro,imp_tot_neg,imp_redd_lrd_attiv,imp_redd_imp_attiv,VAR_CREDITO,VAR_RIMBORSO,VAR_DETRAZIONE,VAR_VOL_AFF_POS,VAR_VOL_AFF_NEG,CNR_S_AND_EXT_Obi
2001,3,0,1,1,1,0,3,18,0,3,3,18,0,0,0,0,0,0,0,-47848,29361,3981191,0,0,0,0,0,0,0,0,0,0,6,4,4319,0,618554,5685,1135803,13903,43899,411155,0,0,0,3981191,11272,0,0,0,140955,12009,30496,0,0,0,-468915,30104,4.89,5.42,3.29,4.31,1,4,3,909,1,1,0,10,2319,0,0,0,5969,1132,1130,4308,0,BO,BO,4020948,0,7218,0,17414,17414,47848,0,47848,4112111,0,0
2004,2,0,2,1,2,0,5,30,0,3,3,2,0,0,0,0,0,0,0,-107185,100920,5507651,0,359602,355152,0,0,0,0,0,0,0,5,5,204853,0,926958,13,0,0,17462,0,0,0,6697,5507651,0,1369,9590,13,258682,80000,86265,0,0,5496886,2088439,2088245,4.71,10.55,4.7,10.52,0,25,2,914,0,1,0,2,676399,0,0,0,0,0,0,0,0,,UNKNOWN,5439463,0,1191176,0,769834,769834,107185,0,107185,5773017,6697,0
2000,3,0,1,1,1,0,4,106,0,0,0,17,0,0,0,0,0,0,0,-144440.08,309063.3,9981400.84,0,0,0,0,0,0,0,0,0,0,6,5,90359,101494,4140184,8562,36096,1638,0,147369,18235,0,18597,9981401,15445,495,52439,0,232800,93605,93605,0,0,0,-2078509,1993676,20,19.95,1.28,6.78,1,2,2,901,1,1,0,3,521568,0,0,0,350553,50184,50184,73369,0,BI,BI,9592870,0,345224,0,992850,989751,144440,0,144440,10127422,18597,0
2003,3,0,1,1,1,0,4,280,0,3,2,20,0,0,0,0,0,0,0,-732538,42152,56720006,56720006,4434762,4434762,1,0,0,0,0,0,0,6,8,2883534,0,1210088,1454479,1527649,68968,14918494,2237966,26837,12026,164497,56720006,1034547,18622,145362,1649105,4392610,0,690386,0,0,0,-10433085,13563619,20,18.36,4.84,10.28,1,3,2,904,1,1,0,6,0,1777831,0,0,0,0,140137,0,399409,CA,MI,60693513,0,11073167,0,-2152863,-2152863,732538,0,732538,59628008,164497,0
2000,3,0,1,1,8,0,3,18,0,3,5,3,0,0,0,0,0,0,0,-10847.66,40535.15,2545439.94,0,0,0,0,0,0,0,0,0,0,6,4,24997,163341,671208,2401,5657,0,0,202412,5713,0,16010,2545440,14684,21583,6381,0,116058,29687,29687,0,0,0,-204489,445657,20,19.95,4.56,7.46,1,2,2,921,1,1,0,6,30465,0,0,0,0,6657,6657,0,0,CA,CA,2594408,0,452700,0,69379,69379,10848,0,40535,2677508,16010,0
2004,3,1,1,1,8,0,4,18,0,3,3,3,0,0,0,0,0,0,0,-28977,1538,180800,0,8770,8770,0,0,0,0,0,0,0,6,2,833,0,22488,0,0,0,0,0,0,0,0,180800,0,0,215,0,7232,0,27439,0,180800,0,116697,116482,4,13.68,4,13.64,1,2,0,901,0,1,0,8,25321,0,0,0,0,0,0,0,0,VB,VB,180800,0,0,0,-34313,-34313,28977,0,28977,188032,0,0
2002,3,0,1,1,1,1,4,35,0,3,3,10,0,0,0,0,0,0,0,-5042,5042,143400,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1397,0,0,0,0,0,0,0,0,143400,0,0,0,0,28680,0,0,0,0,0,-44536,-44536,20,17.94,20,17.94,1,2,2,914,0,1,0,10,3990,0,0,0,1436,0,0,1436,0,,UNKNOWN,143400,0,0,0,3990,3990,5042,0,5042,172080,0,0
2001,3,0,1,1,1,1,3,36,0,1,3,12,0,0,0,0,0,0,0,-403055,283434,17686549,0,0,0,0,0,0,0,0,0,0,6,6,6027236,280510,1536088,0,0,0,0,5899,10651,0,40351,17686549,2468,134225,107554,0,3540847,258228,377648,201,0,0,-1416970,-1680043,20,20,20.02,19.75,1,3,2,914,0,1,0,13,76889,0,0,0,149268,18265,0,31149,0,CE,CE,14712450,0,186876,0,414633,414633,403055,0,604251,21267748,40351,0
2003,2,1,2,1,3,0,4,20,29,3,3,19,0,0,0,0,0,0,0,-7181,3473,254954,282610,42571,42571,1,0,0,0,0,0,0,5,3,27321,0,12279,0,0,0,0,0,0,0,500,254954,0,0,59,0,39098,7150,7150,3745,0,0,42309,41750,15.31,19.97,15.34,19.97,0,24,2,907,0,1,1,8,30148,0,0,0,0,0,0,0,0,TV,TV,264954,0,13173,0,32344,32344,7181,0,7181,294552,500,0
2004,2,0,1,1,2,0,5,35,0,3,3,20,0,0,0,0,0,0,0,-6675,5686,71776,75273,20041,20041,1,0,0,0,0,0,0,5,2,1094,0,20978,0,0,0,0,0,0,0,0,71776,0,0,165,0,14355,0,0,0,0,71776,-28859,-29024,20,19.91,20,19.88,0,24,2,909,0,0,0,9,0,0,69600,27400,0,0,0,0,0,RE,RE,71776,141376,0,128286,13090,13090,5676,0,6675,86131,0,0
2003,3,0,1,1,1,0,3,12,0,1,1,3,0,0,0,0,0,0,0,-20635,10260,0,0,10260,10259,0,0,0,0,0,0,0,6,1,0,0,170703,0,0,0,0,0,0,0,0,0,0,0,68,0,0,8204,18579,0,0,0,-170635,-170703,0,6.01,0,6.01,1,2,2,913,0,1,0,16,0,4530,0,0,0,0,0,0,0,RM,RM,0,0,0,0,0,0,20635,0,20636,0,0,0
2002,3,0,2,1,1,1,3,30,0,2,2,12,0,0,0,0,0,0,0,-90588,90587,11558150,0,0,0,0,0,0,0,0,0,0,6,5,434197,0,819358,1314,0,0,4490,0,620,0,2233,11558150,28,208,44871,0,1052785,333393,333394,0,0,0,-228037,-270267,9.1,9.7,9.09,9.67,1,4,3,906,0,1,0,1,237397,0,0,0,54273,181089,183059,0,106230,TN,TN,8086334,0,2149820,0,178009,178009,90588,0,90587,12611447,2233,0
2001,2,0,1,1,2,0,4,35,0,0,0,29,4,0,0,0,0,0,0,-4057.29,768.49,68848.35,0,0,0,0,0,0,0,0,0,0,5,2,0,0,8283,0,0,0,0,0,0,0,0,68848,0,0,0,0,7834,601,3840,50,0,0,11484,11484,11.38,15,11.38,15,0,24,2,911,0,0,0,12,0,0,8728,6549,0,0,0,0,0,SI,SI,68848,77576,0,68278,9298,9298,2095,0,2095,76682,0,0
2005,2,1,1,1,A,0,4,53,0,3,3,9,0,0,0,0,0,0,0,-14895,44248,513646,0,95613,95613,0,0,0,0,0,0,0,5,3,237118,11771,162928,0,0,0,0,0,0,0,0,513646,0,9952,0,0,51365,33861,33861,0,182812,330834,-37461,-47413,10,17.35,10,17.04,0,25,0,919,0,1,0,12,0,220826,0,0,0,0,0,0,0,CZ,CZ,515945,0,0,0,-208011,-208011,14895,0,14895,565011,0,0
2005,3,0,2,1,1,0,4,30,0,2,3,20,0,0,0,0,0,0,0,-133527,424257,10269476,6983180,1820090,1782134,1,0,0,0,0,0,0,6,5,314210,1684151,3438964,1155,0,0,0,3097989,304,165520,16300,10269476,27,7678,127081,1155,1395833,137127,127375,0,6983180,0,-2299351,852159,19.97,19.61,13.58,19.33,0,2,0,908,0,1,0,5,10100,0,0,0,67972,0,0,0,12207,UD,UD,8015772,0,2412298,0,205975,205975,133527,0,133527,11680454,16300,0
2002,2,0,AA,1,1,0,4,54,0,3,3,3,0,0,0,0,0,0,0,-6134,4456,37552,0,0,0,0,0,0,0,0,0,0,5,2,16245,0,32169,0,0,0,0,0,0,0,0,37552,0,0,838,0,3755,1,1679,0,0,0,-10024,-10862,10,17.26,10,16.96,0,25,2,901,0,1,0,12,0,18668,0,0,0,0,0,0,0,CN,CN,37552,0,0,0,-16955,-16955,6134,6000,133,41307,0,0
2003,3,0,2,1,1,1,4,30,0,3,3,10,0,0,0,0,0,0,0,-50300,31193,5722360,0,310767,306231,0,0,0,0,0,0,0,6,5,0,147904,645725,44434,0,0,0,0,0,5248,0,5722360,0,1227,0,44434,279574,0,19107,0,0,0,4025614,4114163,4.17,19.34,4.11,19.32,1,2,3,920,0,1,0,3,0,65559,0,0,25900,0,0,0,53417,CT,CT,5457742,0,2274978,0,76177,76177,50300,0,50298,5957500,0,0
2004,3,1,1,1,A,0,4,53,0,3,3,8,0,0,0,0,0,0,0,-31482,32193,1397341,0,215067,215067,0,0,0,0,0,0,0,6,4,1021,0,162819,0,0,0,0,0,0,0,0,1397341,0,14493,0,0,182874,30995,30284,0,0,1053537,-42154,287157,17.36,19.63,13.09,19.37,1,2,2,920,0,1,0,8,3944,0,0,0,0,1994,0,0,2009,CL,CL,129617,0,168505,0,29846,29846,31482,0,32201,1580215,0,0
2003,3,0,1,1,1,0,3,18,0,2,3,20,0,0,0,0,0,0,0,-52317,12219,1034391,1034391,164367,164367,1,0,0,0,0,0,0,6,4,21807,0,82013,2470,0,0,120503,109318,0,0,0,1034391,2699,0,993,2470,152148,14716,54814,0,0,0,-73443,13651,20,20,14.47,16.1,1,2,2,910,1,1,0,10,958,0,0,0,3352,0,0,1308,0,AP,AP,1037127,0,82890,0,11010,11010,52317,0,52318,1184069,0,0
2003,3,1,1,1,8,1,3,18,0,3,4,10,0,0,0,0,0,0,0,1,151836,10524928,0,1887916,1887916,0,0,0,0,0,0,0,I,5,3229,0,1090124,0,0,0,0,2134,46451,0,0,10524928,1338608,56948,5743,0,1736080,0,0,0,0,0,-633629,-321587,19.71,20,16.49,17.41,1,3,3,905,0,0,0,9,52022,0,0,0,21237,0,0,0,4653,BZ,BZ,10643632,0,610658,0,68335,68335,0,0,0,12261000,0,0
2003,2,1,1,1,A,0,4,35,16,3,2,19,0,0,0,0,0,0,0,-1779,520,58547,62547,6640,6640,1,0,0,0,0,0,0,5,2,0,0,59269,0,0,0,0,0,0,0,0,58547,2859,0,225,0,6120,0,1259,0,0,0,2362,-722,10.45,11.82,10.45,11.2,0,24,2,912,0,0,0,11,0,0,30000,25141,0,0,0,0,0,PG,PG,58547,88547,0,85985,2562,2562,1779,0,1779,64667,0,0
2003,3,1,2,1,3,1,4,20,0,3,3,13,0,0,0,0,0,0,0,-65586,65586,2598063,0,457957,457181,0,0,0,0,0,0,0,6,4,12163,35163,1240317,4200,0,0,0,-1534,12700,0,12700,2598063,0,916,40175,4200,392371,0,0,0,0,0,139999,267170,15.98,20,14.94,19.65,1,2,2,904,0,1,0,8,10823,0,0,0,8809,744,744,8795,0,MI,MI,2598946,0,444751,0,62579,62579,65586,0,65586,2998934,12700,0
2004,3,0,2,1,1,0,4,30,0,2,1,2,0,0,0,0,0,0,0,-140714,545504,12301974,0,1135113,1134262,0,0,0,0,0,0,0,6,5,59961,8281,3126646,0,0,0,0,0,0,0,0,12301974,414,231,769,0,589609,0,0,0,0,12301974,2507576,2506162,4.79,11.59,4.79,11.59,1,2,2,913,0,1,0,2,78502,0,0,0,9625,0,0,9538,0,LT,LT,10821571,0,918738,0,29168,29168,140714,0,140712,12891583,0,0
2004,3,1,2,1,1,0,4,30,0,3,3,3,0,0,0,0,0,0,0,-303844,303844,7564392,0,626286,624968,0,0,0,0,0,0,0,6,5,715064,0,1146013,793,62667,2507,51169,30834,0,574,31124,7564392,5575,11515,39217,5252,322442,238288,238288,0,4966,7407239,810418,906298,4.28,9.49,4.19,9.41,0,3,2,901,0,1,0,2,30470,0,0,0,0,3388,3388,0,852,AL,AL,6853506,0,441457,0,112227,112227,303844,0,303844,7912705,31124,0
2001,2,0,1,1,1,0,3,18,0,1,5,21,0,0,0,0,0,0,0,-14122,6227.44,523397.05,523397.05,0,0,0,0,0,0,0,0,0,5,4,21286,50247,89992,0,0,0,317,102528,0,0,192,523397,59,20,9527,0,82699,0,7895,0,0,0,-31166,60898,20,20,15.8,19.23,0,25,2,907,1,1,0,3,0,21665,0,0,0,0,0,0,0,PD,PD,523321,0,0,0,-2969,-2969,7293,0,7293,606289,192,0
2000,2,1,AA,1,3,0,4,35,16,3,3,19,0,0,0,0,0,0,0,-1206.44,99.68,39926.77,44721.55,0,0,1,0,0,0,0,0,0,5,2,1134,0,1796,0,0,0,0,0,0,0,0,39927,0,595,0,0,3993,200,1110,200,0,0,14025,13429,10,15.8,10,15.44,0,24,2,901,0,0,0,12,0,0,3615,3099,0,0,0,0,0,TO,TO,41740,45355,0,43623,1732,1732,1206,0,1206,43920,0,0
2000,2,0,1,1,1,0,9,53,0,3,3,21,0,0,0,0,0,0,0,-3519.14,3519.14,27981.12,45549.95,0,0,0,0,0,0,1168.74,1168.74,0,5,1,2066,29733,13779,0,0,0,0,0,0,0,0,27981,0,0,0,0,5596,0,0,0,0,0,-17597,-17597,20,20,20,20,0,24,2,919,0,0,0,13,0,0,0,0,0,0,0,0,0,RC,RC,27981,27981,0,43512,-15531,-15531,3519,0,3519,33577,0,0
2003,3,0,1,1,1,0,4,164,0,2,2,3,0,0,0,0,0,0,0,-113810,189714,7210044,0,1157597,1139999,0,0,0,0,0,0,0,6,5,240808,333007,1485480,0,13357,2671,1266685,0,10238,28103,34886,7210044,534672,1424,50072,1072,967883,26103,26103,0,0,0,-1100361,688695,20,19.5,13.41,17.75,1,3,3,909,0,1,0,5,0,31644,0,0,35676,0,0,0,28324,BO,BO,7405186,0,1725070,0,104928,104928,113810,0,113810,8211741,34886,0
2001,3,0,1,1,1,0,3,18,0,3,3,20,0,0,0,0,0,0,0,-15239.61,12459.01,428512.04,428512.04,0,0,1,0,0,0,0,0,0,6,3,23478,0,395602,0,0,0,0,0,0,0,516,428512,0,4,131,0,35460,0,2781,0,0,0,-85835,-86486,8.27,9.31,8.28,9.3,1,2,2,910,0,1,0,8,3801,0,0,0,0,1,1,0,1,AN,AN,424897,0,691,0,7925,7925,7871,5474,2396,464488,516,0
2000,3,0,1,1,6,0,3,18,0,1,2,18,0,0,0,0,0,0,0,-60887.69,60581.43,47518.17,0,0,0,0,0,0,0,0,0,0,6,2,211119,46330,165277,0,0,0,0,0,0,0,0,47518,0,0,104152,0,0,0,306,0,0,0,-302927,-388340,0,20,0,13.9,1,2,2,919,0,1,0,13,0,540482,0,0,0,1,0,0,2073,RC,RC,57316,0,0,0,-380788,-380788,60888,0,60888,47518,0,0
2003,2,1,1,1,A,0,4,35,16,3,3,19,0,0,0,0,0,0,0,-1311,764,30878,39120,6940,6940,1,0,0,0,0,0,0,5,1,15997,0,11344,0,0,0,0,0,0,0,0,30878,0,0,354,0,6176,0,0,549,0,0,-3823,-4177,20,20,20,19.8,0,24,2,911,0,0,1,18,0,0,5339,3875,0,0,0,0,0,LI,LI,30878,36217,6067,35530,687,687,1311,0,1311,37054,0,0
2002,3,0,1,1,1,0,3,18,0,3,3,2,0,0,0,0,0,0,0,-1807,22153,257288,0,0,0,0,0,0,0,0,0,0,6,3,888,76886,241309,0,0,0,0,0,0,0,0,257288,0,10727,15883,0,57882,47631,47631,0,0,0,-177358,-203968,22.5,18.41,22.5,17.35,1,2,2,904,0,1,0,8,0,130763,0,0,0,2,0,0,2,BS,BS,99124,0,8827,0,-115581,-115581,1807,0,22153,315170,0,0
2004,3,0,1,1,1,0,3,18,0,3,3,20,0,0,0,0,0,0,0,-103851,169882,1618769,1618769,262916,262916,1,0,0,0,0,0,0,6,4,5132,0,1013262,38479,6728,1346,572088,52448,0,0,0,1618769,52290,19435,728,40189,93034,67545,67545,0,0,264226,-1066663,215427,20,19.75,3.26,18.73,1,2,2,911,0,1,0,3,0,18054,0,0,0,886,886,0,345,FI,FI,1572690,0,343908,0,-154465,-154465,103851,0,103851,1671614,0,0
2001,2,1,2,1,2,0,4,28,29,3,3,19,0,0,0,0,0,0,0,-10639.53,1838.59,221110.18,292932.8,0,0,1,0,0,0,0,0,0,5,3,5105,0,33827,0,0,0,0,0,40408,0,0,221110,0,0,468,0,18070,12334,21135,0,0,0,35654,75593,10,16.74,8.17,16.68,0,25,2,904,0,0,0,12,0,0,8134,8676,0,0,0,0,0,MI,MI,262177,270311,31198,212170,58142,58142,5495,0,5495,239181,0,0
2003,3,1,1,1,1,0,4,82,24,3,2,19,0,0,0,0,0,0,0,-18652,7805,193273,394659,15536,15536,1,0,0,0,0,0,0,6,3,0,0,164719,0,0,0,0,0,0,0,0,193273,0,0,0,0,7731,19162,30009,0,0,0,28554,28554,4,9.43,4,9.43,1,2,2,910,0,1,0,8,0,11553,0,0,2128,0,0,0,5725,AP,AP,471453,0,0,0,6259,6259,18652,18268,384,201004,0,0
2002,2,1,1,1,1,0,4,35,0,3,3,8,0,0,0,0,0,0,0,-7157,7157,15898,0,0,0,0,0,0,0,0,0,0,5,1,35590,0,6814,0,783,107,0,0,0,0,0,15898,0,0,397,0,1747,0,0,0,0,0,-34438,-34835,10,17.69,10,17.55,0,25,2,910,0,0,1,2,0,0,750,0,0,0,0,0,0,PS,PS,15898,16648,550,24072,-7424,-7424,7157,0,7157,17488,0,0
2003,2,1,1,1,2,0,5,82,24,2,3,19,0,0,0,0,0,0,0,-3068,1796,329168,353094,34713,34713,1,0,0,0,0,0,0,5,3,49524,0,42644,0,0,0,0,0,0,0,0,329168,0,645,76,0,32917,861,861,1272,0,0,75346,74625,10,13.68,10,13.64,0,25,2,912,0,1,1,12,0,2857,0,0,0,0,0,0,0,PG,PG,310581,0,72457,0,24575,24575,3068,0,3067,362085,0,0
2000,2,1,1,1,2,0,4,53,0,1,1,21,0,0,0,0,0,0,0,-6122.6,1278.75,160194.08,237833.05,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,160194,1709,308,0,0,32039,535,535,4908,0,0,-6395,-8413,20,20,20,19.76,0,24,2,913,0,1,0,11,0,74146,0,0,0,0,0,0,0,RM,RM,0,0,0,0,-69706,-69706,6123,0,6123,192233,0,0
2002,3,1,1,1,1,0,4,164,36,2,2,19,0,0,0,0,0,0,0,-162850,162850,4053477,4053477,0,0,1,0,0,0,0,0,0,6,4,98451,88549,554996,136173,189183,37837,861727,226823,0,0,0,4053477,199027,0,64429,0,303296,120951,105624,3078,0,0,-1578401,-840505,20,20,3.71,9.52,1,2,2,909,1,1,0,10,277732,0,0,0,0,0,0,0,9529,BO,BO,7836984,0,538604,0,-1236998,-1236998,150601,0,162850,4204051,0,0
2000,3,0,2,1,1,1,4,8,0,3,3,13,0,0,0,0,0,0,0,-601947.56,241912.54,463766.42,0,0,0,0,0,0,0,0,0,0,6,3,538324,0,111752,0,0,0,0,0,0,0,0,463766,0,0,0,0,81567,5165,365200,0,0,0,-2033842,-2002676,18.86,13.12,17.59,13.12,1,2,2,914,0,1,0,2,0,7552,0,0,0,63,63,0,7,BN,BN,463766,0,52311,0,2111,2111,601948,438988,162959,545334,0,0
2004,2,1,1,1,A,0,4,35,16,3,3,19,0,0,0,0,0,0,0,-21360,4319,76034,76034,19526,19526,1,0,0,0,0,0,0,5,2,0,0,96709,0,0,0,0,0,0,0,0,76034,0,-921,0,0,15207,695,17302,0,69879,6155,-21596,-20675,20,20,20,20.19,0,25,2,920,0,1,0,11,0,29003,0,0,0,0,0,0,0,CL,CL,76034,0,32,0,-29003,-29003,20926,0,21360,91241,0,0
2001,3,0,2,1,1,0,4,45,0,0,0,29,4,0,0,0,0,0,0,-223790,700658,51867563,0,0,0,0,0,0,0,0,0,0,6,8,5252409,216940,11832153,129835,704824,38835,16086480,7754958,57639,2301,3438,51867563,144473,47701,124054,0,1223239,246172,246172,0,0,0,-5558144,14894641,20,19.64,1.63,5.2,1,3,2,909,1,1,0,5,2295580,0,0,0,2132018,0,0,834235,0,BO,BO,53494595,0,11245232,0,6034399,6034053,223790,0,223790,52718202,3438,0
2003,2,0,1,1,2,0,4,54,0,3,3,21,0,0,0,0,0,0,0,-5567,5567,49951,64534,10562,10489,0,0,0,0,0,0,0,5,2,10273,13262,15996,0,0,0,0,0,0,0,0,49951,0,50,20,0,4995,10956,10955,0,0,0,-12539,-12609,10,16.9,10,16.88,0,25,2,901,0,0,0,12,0,0,18700,18363,0,0,0,0,0,TO,TO,49951,68651,21351,93654,-25003,-25003,5566,0,5567,54946,0,0
2003,3,0,1,1,2,0,4,106,0,3,3,20,0,0,0,0,0,0,0,-130632,309752,9049022,9049022,472035,471787,1,0,0,0,0,0,0,6,5,326968,0,2676370,6903,32674,2478,2908251,1451880,0,4079,215,9049022,15804,1119,41606,7200,162283,185000,5880,0,0,0,-1613522,3649249,19.7,19.66,1.71,8.74,1,3,2,904,1,1,0,5,15526,0,0,0,0,7105,7105,0,7609,LC,LC,10069040,0,4848104,0,264625,264625,130632,0,130632,9204320,215,0
2004,3,1,1,1,3,0,4,53,0,2,2,8,0,0,0,0,0,0,0,-14425,3367,569558,0,66035,66035,0,0,0,0,0,0,0,6,4,4737,0,207325,5,0,0,0,84058,0,651,0,569558,0,3943,1074,2081,62668,310,2672,8696,0,302933,-44907,216701,20,18.98,10.64,18.71,1,2,2,911,1,1,0,6,0,58677,0,0,0,0,0,0,0,MS,MS,546443,0,199532,0,-104012,-104012,14425,0,14424,630145,0,0
2003,3,0,1,1,1,0,3,12,0,3,3,2,0,0,0,0,0,0,0,-5408932,4021248,27507180,0,7003554,7003554,0,0,0,0,0,0,0,6,7,3766126,201127,36429023,0,0,0,0,0,39772,0,0,27507180,939,13800,79904,0,2982306,516890,1904574,0,0,0,-13107633,-13162648,10.86,17.26,10.84,17.22,1,3,2,913,0,1,0,8,98816,0,0,0,521422,16133,0,351190,0,RM,RM,29458198,0,1858148,0,1533593,1533593,5408932,0,5409648,30489486,0,0
2000,3,0,1,1,8,0,4,18,0,3,3,20,0,0,0,0,0,0,0,-14865.18,821.17,1006506.32,1010410.74,0,0,1,0,0,0,0,0,0,6,4,179864,0,205743,0,0,0,0,0,0,0,0,1006506,0,3088,653,0,107823,8249,8249,14044,0,0,337544,333802,10.71,16.24,10.71,16.15,1,2,2,917,0,1,0,12,33777,0,0,0,66556,0,0,37374,0,TA,TA,940352,0,105139,0,179882,179882,14865,0,14865,1114329,0,0
2000,3,0,1,1,8,0,3,18,0,1,2,21,0,0,0,0,0,0,0,-17149.98,16368.58,265364.33,265364.33,0,0,0,0,0,0,0,0,0,6,3,0,0,231045,0,0,0,0,0,14386,0,0,265364,5538,511,470,0,26798,14693,15474,0,0,0,-24773,34319,13.69,19.58,10.1,18.68,1,2,2,914,0,1,0,13,11990,0,0,0,3152,0,0,1369,0,BN,BN,193060,0,42257,0,11990,11990,17150,0,17196,292162,0,0
2004,3,0,2,1,2,0,4,8,0,2,3,3,0,0,0,0,0,0,0,-449701,449701,23128191,0,3723772,3723772,0,0,0,0,0,0,0,6,6,28489,0,1468442,4175,6602,1320,0,0,0,0,0,23128191,0,15620,782,5495,3274071,0,0,0,22400148,713123,-646884,-648366,14.14,15.67,14.13,15.66,1,2,2,903,0,1,0,11,0,3597,0,0,43665,0,0,43665,0,IM,IM,23115690,0,2004109,0,132319,132319,449701,0,449701,26396761,0,0
2002,2,1,1,1,2,0,5,35,16,2,2,19,0,0,0,0,0,0,0,-1513,365,176752,179568,0,0,1,0,0,0,0,0,0,5,2,0,0,6922,0,0,0,0,0,0,0,0,176752,0,84,0,0,19656,0,0,1148,0,0,45,-39,11.12,11.33,11.12,11.32,0,24,2,918,0,0,0,11,0,0,40975,18300,0,0,0,0,0,PZ,PZ,176241,218448,65,205131,13317,13317,1513,0,1512,196408,0,0
2003,3,0,2,1,1,0,4,8,0,3,4,21,0,0,0,0,0,0,0,-219,43,0,59742,43,43,0,0,0,0,0,0,0,6,1,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,-215,-215,0,20,0,20,1,2,2,910,0,1,0,3,0,420,0,0,0,0,0,0,0,AP,AP,0,0,24,0,-420,-420,219,0,219,0,0,0
2001,3,0,1,1,1,1,3,36,0,3,3,34,0,0,0,0,0,0,0,-249164.63,165528.57,6813203.74,0,0,0,0,0,0,0,0,0,0,6,5,48432,0,374546,18667,0,0,690831,1755760,0,3882,3683,6813204,6060,11090,0,0,833988,82815,166451,0,0,0,-932721,1017434,20,19.95,11.97,17.25,1,2,2,901,1,1,0,5,26533,0,0,0,29575,0,0,3693,0,CN,CN,7172437,0,1006580,0,87058,87058,128683,0,128683,7632209,3683,0
2003,3,1,2,1,2,1,4,20,0,3,3,10,0,0,0,0,0,0,0,-52217,38495,179301,0,73293,71854,0,0,0,0,0,0,0,6,2,372,0,50202,0,0,0,0,0,5311,0,0,179301,0,1377,11967,0,34798,12022,25744,0,0,0,-192524,-200557,20,20,19.41,19.29,1,2,2,920,0,1,0,11,55488,0,0,0,2065,6493,1330,0,3386,RG,RG,173990,0,30005,0,6254,6254,52217,0,52217,214099,0,0
2003,3,1,2,1,3,0,4,30,38,3,3,19,0,0,0,0,0,0,0,-234085,212700,5885244,5986581,479918,479855,1,0,0,0,0,0,0,6,5,13917,5629,3704682,0,0,0,0,0,35413,0,2933,5885244,0,0,0,13584,267218,44000,65385,0,0,0,1311975,1344455,4.33,10.57,4.31,10.57,1,2,2,910,0,1,0,8,4202,0,0,0,29024,13215,13395,25927,0,PS,PS,2941867,0,2917,0,85365,85365,234085,0,234085,6141811,2933,0
2001,3,1,1,1,2,0,4,35,0,3,3,18,0,0,0,0,0,0,0,-22773.17,22773.17,0,0,0,0,0,0,0,0,0,0,0,6,1,11461,91560,10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-113867,-113867,0,20,0,20,1,2,2,901,0,1,0,16,0,15944,0,0,0,0,0,0,0,TO,TO,0,0,0,0,-15944,-15944,11761,9504,2257,0,0,0
